,year,stars,topic
3794,2025,11905,computational-biology
3795,2013,0,computational-chemistry
3796,2016,0,computational-chemistry
3797,2017,0,computational-chemistry
3798,2018,47,computational-chemistry
3799,2019,73,computational-chemistry
3800,2020,73,computational-chemistry
3801,2021,73,computational-chemistry
3802,2022,73,computational-chemistry
3803,2023,73,computational-chemistry
3804,2024,245,computational-chemistry
3805,2025,245,computational-chemistry
3806,2013,0,computational-social-science
3807,2016,0,computational-social-science
3808,2017,0,computational-social-science
3809,2018,0,computational-social-science
3810,2019,0,computational-social-science
3811,2020,0,computational-social-science
3812,2021,0,computational-social-science
3813,2022,0,computational-social-science
3814,2023,48,computational-social-science
3815,2024,48,computational-social-science
3816,2025,48,computational-social-science
3817,2013,0,computational-sociology
3818,2016,0,computational-sociology
3819,2017,0,computational-sociology
3820,2018,0,computational-sociology
3821,2019,0,computational-sociology
3822,2020,0,computational-sociology
3823,2021,0,computational-sociology
3824,2022,0,computational-sociology
3825,2023,48,computational-sociology
3826,2024,48,computational-sociology
3827,2025,48,computational-sociology
3828,2013,0,computer-architecture
3829,2016,0,computer-architecture
3830,2017,0,computer-architecture
3831,2018,0,computer-architecture
3832,2019,0,computer-architecture
3833,2020,0,computer-architecture
3834,2021,27,computer-architecture
3835,2022,27,computer-architecture
3836,2023,27,computer-architecture
3837,2024,27,computer-architecture
3838,2025,27,computer-architecture
3839,2013,0,computer-science
3840,2016,0,computer-science
3841,2017,0,computer-science
3842,2018,0,computer-science
3843,2019,0,computer-science
3844,2020,0,computer-science
3845,2021,58,computer-science
3846,2022,58,computer-science
3847,2023,58,computer-science
3848,2024,58,computer-science
3849,2025,58,computer-science
3850,2013,0,computer-science-engineering
3851,2016,0,computer-science-engineering
3852,2017,0,computer-science-engineering
3853,2018,0,computer-science-engineering
3854,2019,0,computer-science-engineering
3855,2020,0,computer-science-engineering
3856,2021,27,computer-science-engineering
3857,2022,27,computer-science-engineering
3858,2023,27,computer-science-engineering
3859,2024,27,computer-science-engineering
3860,2025,27,computer-science-engineering
3861,2013,0,computer-vision
3862,2016,0,computer-vision
3863,2017,0,computer-vision
3864,2018,0,computer-vision
3865,2019,0,computer-vision
3866,2020,108,computer-vision
3867,2021,271,computer-vision
3868,2022,1458,computer-vision
3869,2023,1458,computer-vision
3870,2024,1458,computer-vision
3871,2025,1458,computer-vision
3872,2013,0,comtypes-library
3873,2016,0,comtypes-library
3874,2017,0,comtypes-library
3875,2018,0,comtypes-library
3876,2019,0,comtypes-library
3877,2020,0,comtypes-library
3878,2021,69,comtypes-library
3879,2022,69,comtypes-library
3880,2023,69,comtypes-library
3881,2024,69,comtypes-library
3882,2025,69,comtypes-library
3883,2013,0,conda
3884,2016,0,conda
3885,2017,0,conda
3886,2018,0,conda
3887,2019,0,conda
3888,2020,200,conda
3889,2021,284,conda
3890,2022,284,conda
3891,2023,284,conda
3892,2024,284,conda
3893,2025,2578,conda
3894,2013,0,conda-environment
3895,2016,0,conda-environment
3896,2017,0,conda-environment
3897,2018,0,conda-environment
3898,2019,0,conda-environment
3899,2020,0,conda-environment
3900,2021,0,conda-environment
3901,2022,37,conda-environment
3902,2023,37,conda-environment
3903,2024,37,conda-environment
3904,2025,37,conda-environment
3905,2013,0,consensus
3906,2016,0,consensus
3907,2017,0,consensus
3908,2018,0,consensus
3909,2019,46,consensus
3910,2020,46,consensus
3911,2021,46,consensus
3912,2022,46,consensus
3913,2023,172,consensus
3914,2024,172,consensus
3915,2025,172,consensus
3916,2013,0,consensus-algorithm
3917,2016,0,consensus-algorithm
3918,2017,0,consensus-algorithm
3919,2018,0,consensus-algorithm
3920,2019,0,consensus-algorithm
3921,2020,0,consensus-algorithm
3922,2021,0,consensus-algorithm
3923,2022,0,consensus-algorithm
3924,2023,0,consensus-algorithm
3925,2024,0,consensus-algorithm
3926,2025,569,consensus-algorithm
3927,2013,19,consensus-calling
3928,2016,19,consensus-calling
3929,2017,19,consensus-calling
3930,2018,19,consensus-calling
3931,2019,19,consensus-calling
3932,2020,19,consensus-calling
3933,2021,19,consensus-calling
3934,2022,19,consensus-calling
3935,2023,19,consensus-calling
3936,2024,19,consensus-calling
3937,2025,19,consensus-calling
3938,2013,0,contact-matrices
3939,2016,0,contact-matrices
3940,2017,0,contact-matrices
3941,2018,0,contact-matrices
3942,2019,0,contact-matrices
3943,2020,0,contact-matrices
3944,2021,0,contact-matrices
3945,2022,0,contact-matrices
3946,2023,0,contact-matrices
3947,2024,74,contact-matrices
3948,2025,74,contact-matrices
3949,2013,0,contact-matrix
3950,2016,0,contact-matrix
3951,2017,0,contact-matrix
3952,2018,26,contact-matrix
3953,2019,26,contact-matrix
3954,2020,26,contact-matrix
3955,2021,26,contact-matrix
3956,2022,71,contact-matrix
3957,2023,71,contact-matrix
3958,2024,151,contact-matrix
3959,2025,151,contact-matrix
3960,2013,0,containers
3961,2016,0,containers
3962,2017,0,containers
3963,2018,0,containers
3964,2019,0,containers
3965,2020,0,containers
3966,2021,0,containers
3967,2022,0,containers
3968,2023,0,containers
3969,2024,0,containers
3970,2025,1570,containers
3971,2013,19,contamination
3972,2016,19,contamination
3973,2017,19,contamination
3974,2018,19,contamination
3975,2019,19,contamination
3976,2020,19,contamination
3977,2021,19,contamination
3978,2022,19,contamination
3979,2023,19,contamination
3980,2024,118,contamination
3981,2025,118,contamination
3982,2013,0,context-aware
3983,2016,0,context-aware
3984,2017,0,context-aware
3985,2018,0,context-aware
3986,2019,0,context-aware
3987,2020,0,context-aware
3988,2021,0,context-aware
3989,2022,0,context-aware
3990,2023,0,context-aware
3991,2024,923,context-aware
3992,2025,923,context-aware
3993,2013,0,contigs
3994,2016,0,contigs
3995,2017,0,contigs
3996,2018,0,contigs
3997,2019,0,contigs
3998,2020,0,contigs
3999,2021,0,contigs
4000,2022,0,contigs
4001,2023,0,contigs
4002,2024,488,contigs
4003,2025,488,contigs
4004,2013,0,converter
4005,2016,0,converter
4006,2017,0,converter
4007,2018,0,converter
4008,2019,0,converter
4009,2020,0,converter
4010,2021,0,converter
4011,2022,0,converter
4012,2023,48,converter
4013,2024,122,converter
4014,2025,122,converter
4015,2013,0,convolutional-autoencoder
4016,2016,0,convolutional-autoencoder
4017,2017,0,convolutional-autoencoder
4018,2018,0,convolutional-autoencoder
4019,2019,0,convolutional-autoencoder
4020,2020,0,convolutional-autoencoder
4021,2021,141,convolutional-autoencoder
4022,2022,141,convolutional-autoencoder
4023,2023,141,convolutional-autoencoder
4024,2024,141,convolutional-autoencoder
4025,2025,141,convolutional-autoencoder
4026,2013,0,convolutional-neural-network
4027,2016,0,convolutional-neural-network
4028,2017,0,convolutional-neural-network
4029,2018,0,convolutional-neural-network
4030,2019,96,convolutional-neural-network
4031,2020,96,convolutional-neural-network
4032,2021,96,convolutional-neural-network
4033,2022,96,convolutional-neural-network
4034,2023,96,convolutional-neural-network
4035,2024,96,convolutional-neural-network
4036,2025,96,convolutional-neural-network
4037,2013,0,convolutional-neural-networks
4038,2016,0,convolutional-neural-networks
4039,2017,21,convolutional-neural-networks
4040,2018,21,convolutional-neural-networks
4041,2019,21,convolutional-neural-networks
4042,2020,267,convolutional-neural-networks
4043,2021,267,convolutional-neural-networks
4044,2022,267,convolutional-neural-networks
4045,2023,267,convolutional-neural-networks
4046,2024,654,convolutional-neural-networks
4047,2025,654,convolutional-neural-networks
4048,2013,0,cookiecutter
4049,2016,0,cookiecutter
4050,2017,0,cookiecutter
4051,2018,19,cookiecutter
4052,2019,19,cookiecutter
4053,2020,19,cookiecutter
4054,2021,19,cookiecutter
4055,2022,19,cookiecutter
4056,2023,19,cookiecutter
4057,2024,19,cookiecutter
4058,2025,19,cookiecutter
4059,2013,0,cookiecutter-template
4060,2016,0,cookiecutter-template
4061,2017,0,cookiecutter-template
4062,2018,19,cookiecutter-template
4063,2019,19,cookiecutter-template
4064,2020,19,cookiecutter-template
4065,2021,19,cookiecutter-template
4066,2022,19,cookiecutter-template
4067,2023,19,cookiecutter-template
4068,2024,19,cookiecutter-template
4069,2025,19,cookiecutter-template
4070,2013,0,cooler
4071,2016,0,cooler
4072,2017,0,cooler
4073,2018,0,cooler
4074,2019,0,cooler
4075,2020,0,cooler
4076,2021,0,cooler
4077,2022,45,cooler
4078,2023,45,cooler
4079,2024,119,cooler
4080,2025,119,cooler
4081,2013,0,copy-number-variation
4082,2016,0,copy-number-variation
4083,2017,0,copy-number-variation
4084,2018,0,copy-number-variation
4085,2019,0,copy-number-variation
4086,2020,0,copy-number-variation
4087,2021,0,copy-number-variation
4088,2022,0,copy-number-variation
4089,2023,69,copy-number-variation
4090,2024,69,copy-number-variation
4091,2025,69,copy-number-variation
4092,2013,0,coronavirus
4093,2016,0,coronavirus
4094,2017,0,coronavirus
4095,2018,0,coronavirus
4096,2019,0,coronavirus
4097,2020,100,coronavirus
4098,2021,100,coronavirus
4099,2022,100,coronavirus
4100,2023,493,coronavirus
4101,2024,493,coronavirus
4102,2025,493,coronavirus
4103,2013,0,coronavirus-analysis
4104,2016,0,coronavirus-analysis
4105,2017,0,coronavirus-analysis
4106,2018,0,coronavirus-analysis
4107,2019,0,coronavirus-analysis
4108,2020,0,coronavirus-analysis
4109,2021,43,coronavirus-analysis
4110,2022,43,coronavirus-analysis
4111,2023,43,coronavirus-analysis
4112,2024,43,coronavirus-analysis
4113,2025,43,coronavirus-analysis
4114,2013,0,cosmic
4115,2016,0,cosmic
4116,2017,0,cosmic
4117,2018,0,cosmic
4118,2019,0,cosmic
4119,2020,0,cosmic
4120,2021,0,cosmic
4121,2022,130,cosmic
4122,2023,130,cosmic
4123,2024,130,cosmic
4124,2025,130,cosmic
4125,2013,0,count-data
4126,2016,0,count-data
4127,2017,0,count-data
4128,2018,13,count-data
4129,2019,13,count-data
4130,2020,13,count-data
4131,2021,13,count-data
4132,2022,13,count-data
4133,2023,13,count-data
4134,2024,13,count-data
4135,2025,13,count-data
4136,2013,0,count-min-sketch
4137,2016,0,count-min-sketch
4138,2017,0,count-min-sketch
4139,2018,0,count-min-sketch
4140,2019,0,count-min-sketch
4141,2020,0,count-min-sketch
4142,2021,0,count-min-sketch
4143,2022,0,count-min-sketch
4144,2023,0,count-min-sketch
4145,2024,781,count-min-sketch
4146,2025,781,count-min-sketch
4147,2013,0,coursera
4148,2016,0,coursera
4149,2017,0,coursera
4150,2018,176,coursera
4151,2019,176,coursera
4152,2020,176,coursera
4153,2021,176,coursera
4154,2022,176,coursera
4155,2023,176,coursera
4156,2024,176,coursera
4157,2025,176,coursera
4158,2013,0,covid
4159,2016,0,covid
4160,2017,0,covid
4161,2018,0,covid
4162,2019,0,covid
4163,2020,0,covid
4164,2021,0,covid
4165,2022,0,covid
4166,2023,118,covid
4167,2024,118,covid
4168,2025,118,covid
4169,2013,0,covid-19
4170,2016,0,covid-19
4171,2017,0,covid-19
4172,2018,0,covid-19
4173,2019,0,covid-19
4174,2020,132,covid-19
4175,2021,242,covid-19
4176,2022,314,covid-19
4177,2023,432,covid-19
4178,2024,524,covid-19
4179,2025,524,covid-19
4180,2013,0,covid19
4181,2016,0,covid19
4182,2017,0,covid19
4183,2018,0,covid19
4184,2019,0,covid19
4185,2020,0,covid19
4186,2021,0,covid19
4187,2022,72,covid19
4188,2023,347,covid19
4189,2024,1455,covid19
4190,2025,1455,covid19
4191,2013,0,covid19-data
4192,2016,0,covid19-data
4193,2017,0,covid19-data
4194,2018,0,covid19-data
4195,2019,0,covid19-data
4196,2020,0,covid19-data
4197,2021,43,covid19-data
4198,2022,43,covid19-data
4199,2023,43,covid19-data
4200,2024,43,covid19-data
4201,2025,43,covid19-data
4202,2013,0,covid19-sequencing
4203,2016,0,covid19-sequencing
4204,2017,0,covid19-sequencing
4205,2018,0,covid19-sequencing
4206,2019,0,covid19-sequencing
4207,2020,0,covid19-sequencing
4208,2021,0,covid19-sequencing
4209,2022,25,covid19-sequencing
4210,2023,25,covid19-sequencing
4211,2024,25,covid19-sequencing
4212,2025,25,covid19-sequencing
4213,2013,0,cpc2
4214,2016,0,cpc2
4215,2017,0,cpc2
4216,2018,0,cpc2
4217,2019,0,cpc2
4218,2020,0,cpc2
4219,2021,28,cpc2
4220,2022,28,cpc2
4221,2023,28,cpc2
4222,2024,28,cpc2
4223,2025,28,cpc2
4224,2013,0,cpg
4225,2016,0,cpg
4226,2017,0,cpg
4227,2018,0,cpg
4228,2019,0,cpg
4229,2020,0,cpg
4230,2021,0,cpg
4231,2022,24,cpg
4232,2023,72,cpg
4233,2024,72,cpg
4234,2025,72,cpg
4235,2013,0,cpp
4236,2016,0,cpp
4237,2017,0,cpp
4238,2018,0,cpp
4239,2019,24,cpp
4240,2020,24,cpp
4241,2021,24,cpp
4242,2022,24,cpp
4243,2023,24,cpp
4244,2024,24,cpp
4245,2025,628,cpp
4246,2013,0,cpp-concepts
4247,2016,0,cpp-concepts
4248,2017,0,cpp-concepts
4249,2018,0,cpp-concepts
4250,2019,0,cpp-concepts
4251,2020,0,cpp-concepts
4252,2021,0,cpp-concepts
4253,2022,0,cpp-concepts
4254,2023,0,cpp-concepts
4255,2024,0,cpp-concepts
4256,2025,444,cpp-concepts
4257,2013,0,cpp11
4258,2016,0,cpp11
4259,2017,0,cpp11
4260,2018,0,cpp11
4261,2019,0,cpp11
4262,2020,17,cpp11
4263,2021,17,cpp11
4264,2022,17,cpp11
4265,2023,17,cpp11
4266,2024,17,cpp11
4267,2025,17,cpp11
4268,2013,0,cpp20
4269,2016,0,cpp20
4270,2017,0,cpp20
4271,2018,0,cpp20
4272,2019,0,cpp20
4273,2020,0,cpp20
4274,2021,0,cpp20
4275,2022,0,cpp20
4276,2023,0,cpp20
4277,2024,0,cpp20
4278,2025,444,cpp20
4279,2013,0,cram
4280,2016,0,cram
4281,2017,0,cram
4282,2018,0,cram
4283,2019,0,cram
4284,2020,0,cram
4285,2021,0,cram
4286,2022,0,cram
4287,2023,0,cram
4288,2024,99,cram
4289,2025,994,cram
4290,2013,0,cran
4291,2016,0,cran
4292,2017,0,cran
4293,2018,0,cran
4294,2019,0,cran
4295,2020,0,cran
4296,2021,0,cran
4297,2022,0,cran
4298,2023,38,cran
4299,2024,132,cran
4300,2025,132,cran
4301,2013,0,crawler
4302,2016,0,crawler
4303,2017,0,crawler
4304,2018,0,crawler
4305,2019,0,crawler
4306,2020,0,crawler
4307,2021,0,crawler
4308,2022,0,crawler
4309,2023,127,crawler
4310,2024,127,crawler
4311,2025,127,crawler
4312,2013,0,crispr
4313,2016,0,crispr
4314,2017,0,crispr
4315,2018,32,crispr
4316,2019,32,crispr
4317,2020,32,crispr
4318,2021,66,crispr
4319,2022,66,crispr
4320,2023,182,crispr
4321,2024,365,crispr
4322,2025,365,crispr
4323,2013,0,crispr-analysis
4324,2016,0,crispr-analysis
4325,2017,0,crispr-analysis
4326,2018,32,crispr-analysis
4327,2019,32,crispr-analysis
4328,2020,32,crispr-analysis
4329,2021,32,crispr-analysis
4330,2022,32,crispr-analysis
4331,2023,32,crispr-analysis
4332,2024,138,crispr-analysis
4333,2025,138,crispr-analysis
4334,2013,0,crispr-cas
4335,2016,0,crispr-cas
4336,2017,0,crispr-cas
4337,2018,0,crispr-cas
4338,2019,0,crispr-cas
4339,2020,0,crispr-cas
4340,2021,0,crispr-cas
4341,2022,0,crispr-cas
4342,2023,0,crispr-cas
4343,2024,106,crispr-cas
4344,2025,106,crispr-cas
4345,2013,0,crispr-cas9
4346,2016,0,crispr-cas9
4347,2017,0,crispr-cas9
4348,2018,0,crispr-cas9
4349,2019,0,crispr-cas9
4350,2020,0,crispr-cas9
4351,2021,15,crispr-cas9
4352,2022,15,crispr-cas9
4353,2023,15,crispr-cas9
4354,2024,198,crispr-cas9
4355,2025,198,crispr-cas9
4356,2013,0,cromwell
4357,2016,0,cromwell
4358,2017,0,cromwell
4359,2018,0,cromwell
4360,2019,0,cromwell
4361,2020,0,cromwell
4362,2021,34,cromwell
4363,2022,34,cromwell
4364,2023,34,cromwell
4365,2024,34,cromwell
4366,2025,34,cromwell
4367,2013,0,cross-modal
4368,2016,0,cross-modal
4369,2017,0,cross-modal
4370,2018,0,cross-modal
4371,2019,0,cross-modal
4372,2020,0,cross-modal
4373,2021,0,cross-modal
4374,2022,0,cross-modal
4375,2023,0,cross-modal
4376,2024,122,cross-modal
4377,2025,122,cross-modal
4378,2013,0,cross-platform
4379,2016,0,cross-platform
4380,2017,0,cross-platform
4381,2018,0,cross-platform
4382,2019,0,cross-platform
4383,2020,0,cross-platform
4384,2021,0,cross-platform
4385,2022,0,cross-platform
4386,2023,0,cross-platform
4387,2024,0,cross-platform
4388,2025,4131,cross-platform
4389,2013,0,crosslink
4390,2016,0,crosslink
4391,2017,0,crosslink
4392,2018,0,crosslink
4393,2019,0,crosslink
4394,2020,33,crosslink
4395,2021,33,crosslink
4396,2022,33,crosslink
4397,2023,33,crosslink
4398,2024,33,crosslink
4399,2025,33,crosslink
4400,2013,0,cruk
4401,2016,0,cruk
4402,2017,0,cruk
4403,2018,0,cruk
4404,2019,20,cruk
4405,2020,20,cruk
4406,2021,20,cruk
4407,2022,20,cruk
4408,2023,20,cruk
4409,2024,20,cruk
4410,2025,20,cruk
4411,2013,0,cryptocurrency
4412,2016,0,cryptocurrency
4413,2017,0,cryptocurrency
4414,2018,10,cryptocurrency
4415,2019,10,cryptocurrency
4416,2020,10,cryptocurrency
4417,2021,10,cryptocurrency
4418,2022,10,cryptocurrency
4419,2023,10,cryptocurrency
4420,2024,10,cryptocurrency
4421,2025,10,cryptocurrency
4422,2013,0,csv
4423,2016,0,csv
4424,2017,0,csv
4425,2018,0,csv
4426,2019,0,csv
4427,2020,0,csv
4428,2021,0,csv
4429,2022,0,csv
4430,2023,0,csv
4431,2024,0,csv
4432,2025,1129,csv
4433,2013,0,ctdna
4434,2016,0,ctdna
4435,2017,69,ctdna
4436,2018,69,ctdna
4437,2019,69,ctdna
4438,2020,69,ctdna
4439,2021,69,ctdna
4440,2022,69,ctdna
4441,2023,69,ctdna
4442,2024,69,ctdna
4443,2025,69,ctdna
4444,2013,0,cuda
4445,2016,0,cuda
4446,2017,0,cuda
4447,2018,0,cuda
4448,2019,0,cuda
4449,2020,0,cuda
4450,2021,0,cuda
4451,2022,97,cuda
4452,2023,167,cuda
4453,2024,167,cuda
4454,2025,167,cuda
4455,2013,0,curator
4456,2016,0,curator
4457,2017,0,curator
4458,2018,0,curator
4459,2019,15,curator
4460,2020,15,curator
4461,2021,15,curator
4462,2022,15,curator
4463,2023,15,curator
4464,2024,15,curator
4465,2025,15,curator
4466,2013,0,curve-fitting
4467,2016,0,curve-fitting
4468,2017,0,curve-fitting
4469,2018,0,curve-fitting
4470,2019,0,curve-fitting
4471,2020,0,curve-fitting
4472,2021,31,curve-fitting
4473,2022,31,curve-fitting
4474,2023,31,curve-fitting
4475,2024,31,curve-fitting
4476,2025,31,curve-fitting
4477,2013,0,custom-pipes
4478,2016,0,custom-pipes
4479,2017,0,custom-pipes
4480,2018,0,custom-pipes
4481,2019,0,custom-pipes
4482,2020,0,custom-pipes
4483,2021,0,custom-pipes
4484,2022,0,custom-pipes
4485,2023,0,custom-pipes
4486,2024,0,custom-pipes
4487,2025,1907,custom-pipes
4488,2013,0,cwl
4489,2016,0,cwl
4490,2017,0,cwl
4491,2018,30,cwl
4492,2019,70,cwl
4493,2020,70,cwl
4494,2021,70,cwl
4495,2022,90,cwl
4496,2023,90,cwl
4497,2024,169,cwl
4498,2025,582,cwl
4499,2013,0,cwl-workflow
4500,2016,0,cwl-workflow
4501,2017,0,cwl-workflow
4502,2018,30,cwl-workflow
4503,2019,30,cwl-workflow
4504,2020,30,cwl-workflow
4505,2021,30,cwl-workflow
4506,2022,30,cwl-workflow
4507,2023,30,cwl-workflow
4508,2024,30,cwl-workflow
4509,2025,30,cwl-workflow
4510,2013,0,cybersecurity
4511,2016,0,cybersecurity
4512,2017,0,cybersecurity
4513,2018,0,cybersecurity
4514,2019,0,cybersecurity
4515,2020,0,cybersecurity
4516,2021,27,cybersecurity
