year;stars;forks;topic
2020;24;0;cpp
2021;24;0;cpp
2022;24;0;cpp
2023;24;0;cpp
2024;24;0;cpp
2025;632;148;cpp
2013;0;0;cpp-concepts
2016;0;0;cpp-concepts
2017;0;0;cpp-concepts
2018;0;0;cpp-concepts
2019;0;0;cpp-concepts
2020;0;0;cpp-concepts
2021;0;0;cpp-concepts
2022;0;0;cpp-concepts
2023;0;0;cpp-concepts
2024;0;0;cpp-concepts
2025;445;87;cpp-concepts
2013;0;0;cpp11
2016;0;0;cpp11
2017;0;0;cpp11
2018;0;0;cpp11
2019;0;0;cpp11
2020;17;3;cpp11
2021;17;0;cpp11
2022;17;0;cpp11
2023;17;0;cpp11
2024;17;0;cpp11
2025;17;0;cpp11
2013;0;0;cpp20
2016;0;0;cpp20
2017;0;0;cpp20
2018;0;0;cpp20
2019;0;0;cpp20
2020;0;0;cpp20
2021;0;0;cpp20
2022;0;0;cpp20
2023;0;0;cpp20
2024;0;0;cpp20
2025;445;87;cpp20
2013;0;0;cram
2016;0;0;cram
2017;0;0;cram
2018;0;0;cram
2019;0;0;cram
2020;0;0;cram
2021;0;0;cram
2022;0;0;cram
2023;0;0;cram
2024;99;16;cram
2025;998;459;cram
2013;0;0;cran
2016;0;0;cran
2017;0;0;cran
2018;0;0;cran
2019;0;0;cran
2020;0;0;cran
2021;0;0;cran
2022;0;0;cran
2023;38;8;cran
2024;132;24;cran
2025;132;0;cran
2013;0;0;crawler
2016;0;0;crawler
2017;0;0;crawler
2018;0;0;crawler
2019;0;0;crawler
2020;0;0;crawler
2021;0;0;crawler
2022;0;0;crawler
2023;128;18;crawler
2024;128;0;crawler
2025;128;0;crawler
2013;0;0;crispr
2016;0;0;crispr
2017;0;0;crispr
2018;32;13;crispr
2019;32;0;crispr
2020;32;0;crispr
2021;66;11;crispr
2022;66;0;crispr
2023;182;20;crispr
2024;365;32;crispr
2025;365;0;crispr
2013;0;0;crispr-analysis
2016;0;0;crispr-analysis
2017;0;0;crispr-analysis
2018;32;13;crispr-analysis
2019;32;0;crispr-analysis
2020;32;0;crispr-analysis
2021;32;0;crispr-analysis
2022;32;0;crispr-analysis
2023;32;0;crispr-analysis
2024;138;21;crispr-analysis
2025;138;0;crispr-analysis
2013;0;0;crispr-cas
2016;0;0;crispr-cas
2017;0;0;crispr-cas
2018;0;0;crispr-cas
2019;0;0;crispr-cas
2020;0;0;crispr-cas
2021;0;0;crispr-cas
2022;0;0;crispr-cas
2023;0;0;crispr-cas
2024;106;21;crispr-cas
2025;106;0;crispr-cas
2013;0;0;crispr-cas9
2016;0;0;crispr-cas9
2017;0;0;crispr-cas9
2018;0;0;crispr-cas9
2019;0;0;crispr-cas9
2020;0;0;crispr-cas9
2021;15;3;crispr-cas9
2022;15;0;crispr-cas9
2023;15;0;crispr-cas9
2024;198;32;crispr-cas9
2025;198;0;crispr-cas9
2013;0;0;cromwell
2016;0;0;cromwell
2017;0;0;cromwell
2018;0;0;cromwell
2019;0;0;cromwell
2020;0;0;cromwell
2021;34;7;cromwell
2022;34;0;cromwell
2023;34;0;cromwell
2024;34;0;cromwell
2025;34;0;cromwell
2013;0;0;cross-modal
2016;0;0;cross-modal
2017;0;0;cross-modal
2018;0;0;cross-modal
2019;0;0;cross-modal
2020;0;0;cross-modal
2021;0;0;cross-modal
2022;0;0;cross-modal
2023;0;0;cross-modal
2024;123;6;cross-modal
2025;123;0;cross-modal
2013;0;0;cross-platform
2016;0;0;cross-platform
2017;0;0;cross-platform
2018;0;0;cross-platform
2019;0;0;cross-platform
2020;0;0;cross-platform
2021;0;0;cross-platform
2022;0;0;cross-platform
2023;0;0;cross-platform
2024;0;0;cross-platform
2025;4142;373;cross-platform
2013;0;0;crosslink
2016;0;0;crosslink
2017;0;0;crosslink
2018;0;0;crosslink
2019;0;0;crosslink
2020;33;8;crosslink
2021;33;0;crosslink
2022;33;0;crosslink
2023;33;0;crosslink
2024;33;0;crosslink
2025;33;0;crosslink
2013;0;0;cruk
2016;0;0;cruk
2017;0;0;cruk
2018;0;0;cruk
2019;20;10;cruk
2020;20;0;cruk
2021;20;0;cruk
2022;20;0;cruk
2023;20;0;cruk
2024;20;0;cruk
2025;20;0;cruk
2013;0;0;cryptocurrency
2016;0;0;cryptocurrency
2017;0;0;cryptocurrency
2018;10;2;cryptocurrency
2019;10;0;cryptocurrency
2020;10;0;cryptocurrency
2021;10;0;cryptocurrency
2022;10;0;cryptocurrency
2023;10;0;cryptocurrency
2024;10;0;cryptocurrency
2025;10;0;cryptocurrency
2013;0;0;csv
2016;0;0;csv
2017;0;0;csv
2018;0;0;csv
2019;0;0;csv
2020;0;0;csv
2021;0;0;csv
2022;0;0;csv
2023;0;0;csv
2024;0;0;csv
2025;1131;98;csv
2013;0;0;ctdna
2016;0;0;ctdna
2017;69;26;ctdna
2018;69;0;ctdna
2019;69;0;ctdna
2020;69;0;ctdna
2021;69;0;ctdna
2022;69;0;ctdna
2023;69;0;ctdna
2024;69;0;ctdna
2025;69;0;ctdna
2013;0;0;cuda
2016;0;0;cuda
2017;0;0;cuda
2018;0;0;cuda
2019;0;0;cuda
2020;0;0;cuda
2021;0;0;cuda
2022;97;25;cuda
2023;167;36;cuda
2024;167;0;cuda
2025;167;0;cuda
2013;0;0;curator
2016;0;0;curator
2017;0;0;curator
2018;0;0;curator
2019;15;4;curator
2020;15;0;curator
2021;15;0;curator
2022;15;0;curator
2023;15;0;curator
2024;15;0;curator
2025;15;0;curator
2013;0;0;curve-fitting
2016;0;0;curve-fitting
2017;0;0;curve-fitting
2018;0;0;curve-fitting
2019;0;0;curve-fitting
2020;0;0;curve-fitting
2021;31;12;curve-fitting
2022;31;0;curve-fitting
2023;31;0;curve-fitting
2024;31;0;curve-fitting
2025;31;0;curve-fitting
2013;0;0;custom-pipes
2016;0;0;custom-pipes
2017;0;0;custom-pipes
2018;0;0;custom-pipes
2019;0;0;custom-pipes
2020;0;0;custom-pipes
2021;0;0;custom-pipes
2022;0;0;custom-pipes
2023;0;0;custom-pipes
2024;0;0;custom-pipes
2025;1909;248;custom-pipes
2013;0;0;cwl
2016;0;0;cwl
2017;0;0;cwl
2018;30;5;cwl
2019;70;10;cwl
2020;70;0;cwl
2021;70;0;cwl
2022;90;3;cwl
2023;90;0;cwl
2024;169;19;cwl
2025;584;125;cwl
2013;0;0;cwl-workflow
2016;0;0;cwl-workflow
2017;0;0;cwl-workflow
2018;30;5;cwl-workflow
2019;30;0;cwl-workflow
2020;30;0;cwl-workflow
2021;30;0;cwl-workflow
2022;30;0;cwl-workflow
2023;30;0;cwl-workflow
2024;30;0;cwl-workflow
2025;30;0;cwl-workflow
2013;0;0;cybersecurity
2016;0;0;cybersecurity
2017;0;0;cybersecurity
2018;0;0;cybersecurity
2019;0;0;cybersecurity
2020;0;0;cybersecurity
2021;27;1;cybersecurity
2022;27;0;cybersecurity
2023;27;0;cybersecurity
2024;27;0;cybersecurity
2025;27;0;cybersecurity
2013;0;0;cython
2016;0;0;cython
2017;19;3;cython
2018;19;0;cython
2019;19;0;cython
2020;19;0;cython
2021;19;0;cython
2022;19;0;cython
2023;19;0;cython
2024;19;0;cython
2025;441;75;cython
2013;0;0;cytof
2016;0;0;cytof
2017;45;14;cytof
2018;45;0;cytof
2019;45;0;cytof
2020;45;0;cytof
2021;45;0;cytof
2022;45;0;cytof
2023;45;0;cytof
2024;45;0;cytof
2025;45;0;cytof
2013;0;0;cytometry
2016;0;0;cytometry
2017;0;0;cytometry
2018;0;0;cytometry
2019;0;0;cytometry
2020;17;4;cytometry
2021;17;0;cytometry
2022;17;0;cytometry
2023;17;0;cytometry
2024;17;0;cytometry
2025;17;0;cytometry
2013;0;0;cytoscape
2016;0;0;cytoscape
2017;11;8;cytoscape
2018;11;0;cytoscape
2019;11;0;cytoscape
2020;11;0;cytoscape
2021;11;0;cytoscape
2022;11;0;cytoscape
2023;11;0;cytoscape
2024;11;0;cytoscape
2025;676;125;cytoscape
2013;0;0;cytoscapejs
2016;0;0;cytoscapejs
2017;0;0;cytoscapejs
2018;0;0;cytoscapejs
2019;0;0;cytoscapejs
2020;0;0;cytoscapejs
2021;0;0;cytoscapejs
2022;0;0;cytoscapejs
2023;0;0;cytoscapejs
2024;0;0;cytoscapejs
2025;665;125;cytoscapejs
2013;0;0;d
2016;0;0;d
2017;0;0;d
2018;0;0;d
2019;0;0;d
2020;0;0;d
2021;49;19;d
2022;49;0;d
2023;49;0;d
2024;49;0;d
2025;49;0;d
2013;0;0;d3
2016;0;0;d3
2017;0;0;d3
2018;33;4;d3
2019;33;0;d3
2020;33;0;d3
2021;33;0;d3
2022;33;0;d3
2023;33;0;d3
2024;33;0;d3
2025;1113;139;d3
2013;0;0;d3-lexicon
2016;0;0;d3-lexicon
2017;0;0;d3-lexicon
2018;33;4;d3-lexicon
2019;33;0;d3-lexicon
2020;33;0;d3-lexicon
2021;33;0;d3-lexicon
2022;33;0;d3-lexicon
2023;33;0;d3-lexicon
2024;33;0;d3-lexicon
2025;33;0;d3-lexicon
2013;0;0;d3js
2016;0;0;d3js
2017;0;0;d3js
2018;0;0;d3js
2019;0;0;d3js
2020;0;0;d3js
2021;0;0;d3js
2022;0;0;d3js
2023;0;0;d3js
2024;0;0;d3js
2025;1154;191;d3js
2013;0;0;dada2
2016;0;0;dada2
2017;0;0;dada2
2018;0;0;dada2
2019;0;0;dada2
2020;0;0;dada2
2021;38;20;dada2
2022;38;0;dada2
2023;38;0;dada2
2024;38;0;dada2
2025;38;0;dada2
2013;0;0;daily-data
2016;0;0;daily-data
2017;0;0;daily-data
2018;0;0;daily-data
2019;0;0;daily-data
2020;0;0;daily-data
2021;0;0;daily-data
2022;47;21;daily-data
2023;47;0;daily-data
2024;47;0;daily-data
2025;47;0;daily-data
2013;0;0;dash
2016;0;0;dash
2017;0;0;dash
2018;0;0;dash
2019;0;0;dash
2020;0;0;dash
2021;0;0;dash
2022;0;0;dash
2023;0;0;dash
2024;0;0;dash
2025;1747;358;dash
2013;0;0;dashboard
2016;0;0;dashboard
2017;0;0;dashboard
2018;33;4;dashboard
2019;33;0;dashboard
2020;33;0;dashboard
2021;33;0;dashboard
2022;33;0;dashboard
2023;505;59;dashboard
2024;505;0;dashboard
2025;1019;42;dashboard
2013;0;0;data
2016;0;0;data
2017;0;0;data
2018;99;19;data
2019;99;0;data
2020;99;0;data
2021;99;0;data
2022;99;0;data
2023;571;59;data
2024;571;0;data
2025;571;0;data
2013;0;0;data-analysis
2016;0;0;data-analysis
2017;24;6;data-analysis
2018;24;0;data-analysis
2019;24;0;data-analysis
2020;64;21;data-analysis
2021;64;0;data-analysis
2022;64;0;data-analysis
2023;64;0;data-analysis
2024;64;0;data-analysis
2025;2577;293;data-analysis
2013;0;0;data-engineering
2016;0;0;data-engineering
2017;0;0;data-engineering
2018;0;0;data-engineering
2019;0;0;data-engineering
2020;0;0;data-engineering
2021;0;0;data-engineering
2022;0;0;data-engineering
2023;0;0;data-engineering
2024;0;0;data-engineering
2025;572;54;data-engineering
2013;0;0;data-fusion
2016;0;0;data-fusion
2017;0;0;data-fusion
2018;0;0;data-fusion
2019;0;0;data-fusion
2020;32;7;data-fusion
2021;32;0;data-fusion
2022;32;0;data-fusion
2023;32;0;data-fusion
2024;32;0;data-fusion
2025;32;0;data-fusion
2013;0;0;data-integration
2016;0;0;data-integration
2017;0;0;data-integration
2018;0;0;data-integration
2019;0;0;data-integration
2020;32;7;data-integration
2021;32;0;data-integration
2022;32;0;data-integration
2023;32;0;data-integration
2024;278;25;data-integration
2025;278;0;data-integration
2013;0;0;data-mining
2016;0;0;data-mining
2017;0;0;data-mining
2018;0;0;data-mining
2019;0;0;data-mining
2020;0;0;data-mining
2021;28;6;data-mining
2022;1242;178;data-mining
2023;1242;0;data-mining
2024;1242;0;data-mining
2025;1242;0;data-mining
2013;0;0;data-science
2016;0;0;data-science
2017;75;9;data-science
2018;75;0;data-science
2019;128;25;data-science
2020;238;22;data-science
2021;523;64;data-science
2022;606;22;data-science
2023;768;32;data-science
2024;1215;78;data-science
2025;8553;1623;data-science
2013;0;0;data-sharing
2016;0;0;data-sharing
2017;0;0;data-sharing
2018;0;0;data-sharing
2019;0;0;data-sharing
2020;0;0;data-sharing
2021;0;0;data-sharing
2022;0;0;data-sharing
2023;472;59;data-sharing
2024;472;0;data-sharing
2025;472;0;data-sharing
2013;0;0;data-structures
2016;0;0;data-structures
2017;0;0;data-structures
2018;80;48;data-structures
2019;102;4;data-structures
2020;102;0;data-structures
2021;102;0;data-structures
2022;102;0;data-structures
2023;102;0;data-structures
2024;102;0;data-structures
2025;785;140;data-structures
2013;0;0;data-visualization
2016;0;0;data-visualization
2017;0;0;data-visualization
2018;0;0;data-visualization
2019;31;5;data-visualization
2020;31;0;data-visualization
2021;96;11;data-visualization
2022;136;48;data-visualization
2023;310;27;data-visualization
2024;310;0;data-visualization
2025;4321;880;data-visualization
2013;0;0;database
2016;120;19;database
2017;130;2;database
2018;130;0;database
2019;145;4;database
2020;145;0;database
2021;145;0;database
2022;184;15;database
2023;873;97;database
2024;1086;58;database
2025;1086;0;database
2013;0;0;database-as-a-service
2016;0;0;database-as-a-service
2017;0;0;database-as-a-service
2018;0;0;database-as-a-service
2019;0;0;database-as-a-service
2020;0;0;database-as-a-service
2021;0;0;database-as-a-service
2022;0;0;database-as-a-service
2023;472;59;database-as-a-service
2024;472;0;database-as-a-service
2025;472;0;database-as-a-service
2013;0;0;database-gui
2016;0;0;database-gui
2017;0;0;database-gui
2018;0;0;database-gui
2019;0;0;database-gui
2020;0;0;database-gui
2021;0;0;database-gui
2022;0;0;database-gui
2023;472;59;database-gui
2024;472;0;database-gui
2025;472;0;database-gui
2013;0;0;databases
2016;0;0;databases
2017;0;0;databases
2018;0;0;databases
2019;0;0;databases
2020;0;0;databases
2021;27;1;databases
2022;27;0;databases
2023;27;0;databases
2024;27;0;databases
2025;27;0;databases
2013;0;0;dataflow
2016;0;0;dataflow
2017;0;0;dataflow
2018;0;0;dataflow
2019;0;0;dataflow
2020;0;0;dataflow
2021;0;0;dataflow
2022;0;0;dataflow
2023;0;0;dataflow
2024;1116;74;dataflow
2025;4368;758;dataflow
2013;0;0;datalog
2016;0;0;datalog
2017;0;0;datalog
2018;0;0;datalog
2019;0;0;datalog
2020;0;0;datalog
2021;0;0;datalog
2022;0;0;datalog
2023;47;8;datalog
2024;47;0;datalog
2025;47;0;datalog
2013;0;0;datascience
2016;0;0;datascience
2017;0;0;datascience
2018;19;10;datascience
2019;29;2;datascience
2020;29;0;datascience
2021;29;0;datascience
2022;29;0;datascience
2023;29;0;datascience
2024;29;0;datascience
2025;29;0;datascience
2013;0;0;datascript
2016;0;0;datascript
2017;0;0;datascript
2018;0;0;datascript
2019;0;0;datascript
2020;35;6;datascript
2021;35;0;datascript
2022;35;0;datascript
2023;35;0;datascript
2024;35;0;datascript
2025;35;0;datascript
2013;0;0;dataset
2016;0;0;dataset
2017;0;0;dataset
2018;0;0;dataset
2019;0;0;dataset
2020;0;0;dataset
2021;44;5;dataset
2022;44;0;dataset
2023;44;0;dataset
2024;1268;235;dataset
2025;1268;0;dataset
2013;0;0;datasets
2016;0;0;datasets
2017;0;0;datasets
2018;0;0;datasets
2019;0;0;datasets
2020;0;0;datasets
2021;0;0;datasets
2022;0;0;datasets
2023;0;0;datasets
2024;0;0;datasets
2025;1191;202;datasets
2013;0;0;dataviz
2016;0;0;dataviz
2017;0;0;dataviz
2018;0;0;dataviz
2019;0;0;dataviz
2020;0;0;dataviz
2021;0;0;dataviz
2022;0;0;dataviz
2023;0;0;dataviz
2024;0;0;dataviz
2025;1018;54;dataviz
2013;0;0;datomic
2016;0;0;datomic
2017;0;0;datomic
2018;0;0;datomic
2019;0;0;datomic
2020;35;6;datomic
2021;35;0;datomic
2022;35;0;datomic
2023;35;0;datomic
2024;35;0;datomic
2025;35;0;datomic
2013;0;0;dbscan
2016;0;0;dbscan
2017;0;0;dbscan
2018;0;0;dbscan
2019;0;0;dbscan
2020;0;0;dbscan
2021;0;0;dbscan
2022;114;18;dbscan
2023;114;0;dbscan
2024;114;0;dbscan
2025;114;0;dbscan
2013;0;0;dcc
2016;0;0;dcc
2017;0;0;dcc
2018;0;0;dcc
2019;0;0;dcc
2020;0;0;dcc
2021;0;0;dcc
2022;37;20;dcc
2023;37;0;dcc
2024;37;0;dcc
2025;37;0;dcc
2013;0;0;ddi
2016;0;0;ddi
2017;0;0;ddi
2018;0;0;ddi
2019;0;0;ddi
2020;0;0;ddi
2021;0;0;ddi
2022;0;0;ddi
2023;0;0;ddi
2024;1111;296;ddi
2025;1111;0;ddi
2013;0;0;ddv
2016;0;0;ddv
2017;0;0;ddv
2018;0;0;ddv
2019;0;0;ddv
2020;0;0;ddv
2021;69;6;ddv
2022;69;0;ddv
2023;69;0;ddv
2024;69;0;ddv
2025;69;0;ddv
2013;0;0;de-bruijn-graphs
2016;0;0;de-bruijn-graphs
2017;0;0;de-bruijn-graphs
2018;0;0;de-bruijn-graphs
2019;13;2;de-bruijn-graphs
2020;13;0;de-bruijn-graphs
2021;13;0;de-bruijn-graphs
2022;13;0;de-bruijn-graphs
2023;13;0;de-bruijn-graphs
2024;13;0;de-bruijn-graphs
2025;13;0;de-bruijn-graphs
2013;0;0;de-novo-assembly
2016;0;0;de-novo-assembly
2017;0;0;de-novo-assembly
2018;0;0;de-novo-assembly
2019;0;0;de-novo-assembly
2020;0;0;de-novo-assembly
2021;0;0;de-novo-assembly
2022;0;0;de-novo-assembly
2023;45;4;de-novo-assembly
2024;45;0;de-novo-assembly
2025;45;0;de-novo-assembly
2013;0;0;de-novo-mutation
2016;0;0;de-novo-mutation
2017;0;0;de-novo-mutation
2018;0;0;de-novo-mutation
2019;0;0;de-novo-mutation
2020;58;11;de-novo-mutation
2021;58;0;de-novo-mutation
2022;58;0;de-novo-mutation
2023;58;0;de-novo-mutation
2024;58;0;de-novo-mutation
2025;58;0;de-novo-mutation
2013;0;0;debian
2016;0;0;debian
2017;0;0;debian
2018;0;0;debian
2019;30;12;debian
2020;30;0;debian
2021;30;0;debian
2022;30;0;debian
2023;30;0;debian
2024;30;0;debian
2025;30;0;debian
2013;0;0;debruijn-graph
2016;0;0;debruijn-graph
2017;0;0;debruijn-graph
2018;0;0;debruijn-graph
2019;0;0;debruijn-graph
2020;0;0;debruijn-graph
2021;0;0;debruijn-graph
2022;37;12;debruijn-graph
2023;37;0;debruijn-graph
2024;37;0;debruijn-graph
2025;37;0;debruijn-graph
2013;0;0;deconvolution
2016;0;0;deconvolution
2017;0;0;deconvolution
2018;0;0;deconvolution
2019;0;0;deconvolution
2020;0;0;deconvolution
2021;0;0;deconvolution
2022;0;0;deconvolution
2023;0;0;deconvolution
2024;86;30;deconvolution
2025;86;0;deconvolution
2013;0;0;deduplication
2016;0;0;deduplication
2017;11;4;deduplication
2018;11;0;deduplication
2019;11;0;deduplication
2020;11;0;deduplication
2021;11;0;deduplication
2022;11;0;deduplication
2023;137;31;deduplication
2024;137;0;deduplication
2025;137;0;deduplication
2013;0;0;deep-gcns
2016;0;0;deep-gcns
2017;0;0;deep-gcns
2018;0;0;deep-gcns
2019;0;0;deep-gcns
2020;0;0;deep-gcns
2021;163;28;deep-gcns
2022;1350;156;deep-gcns
2023;1350;0;deep-gcns
2024;1350;0;deep-gcns
2025;1350;0;deep-gcns
2013;0;0;deep-learning
2016;0;0;deep-learning
2017;46;25;deep-learning
2018;257;82;deep-learning
2019;511;83;deep-learning
2020;747;63;deep-learning
2021;1587;177;deep-learning
2022;3198;226;deep-learning
2023;4387;230;deep-learning
2024;7431;718;deep-learning
2025;13799;1175;deep-learning
2013;0;0;deep-neural-network
2016;0;0;deep-neural-network
2017;0;0;deep-neural-network
2018;0;0;deep-neural-network
2019;0;0;deep-neural-network
2020;0;0;deep-neural-network
2021;0;0;deep-neural-network
2022;0;0;deep-neural-network
2023;0;0;deep-neural-network
2024;0;0;deep-neural-network
2025;3583;769;deep-neural-network
2013;0;0;deep-neural-networks
2016;15;7;deep-neural-networks
2017;15;0;deep-neural-networks
2018;15;0;deep-neural-networks
2019;61;29;deep-neural-networks
2020;61;0;deep-neural-networks
2021;124;14;deep-neural-networks
2022;124;0;deep-neural-networks
2023;124;0;deep-neural-networks
2024;220;50;deep-neural-networks
2025;220;0;deep-neural-networks
2013;0;0;deep-sequencing
2016;0;0;deep-sequencing
2017;0;0;deep-sequencing
2018;0;0;deep-sequencing
2019;0;0;deep-sequencing
2020;0;0;deep-sequencing
2021;0;0;deep-sequencing
2022;0;0;deep-sequencing
2023;126;31;deep-sequencing
2024;126;0;deep-sequencing
2025;126;0;deep-sequencing
2013;0;0;deepsea
2016;0;0;deepsea
2017;30;16;deepsea
2018;30;0;deepsea
2019;30;0;deepsea
2020;30;0;deepsea
2021;30;0;deepsea
2022;30;0;deepsea
2023;30;0;deepsea
2024;30;0;deepsea
2025;30;0;deepsea
2013;0;0;deepseek
2016;0;0;deepseek
2017;0;0;deepseek
2018;0;0;deepseek
2019;0;0;deepseek
2020;0;0;deepseek
2021;0;0;deepseek
2022;0;0;deepseek
2023;0;0;deepseek
2024;0;0;deepseek
2025;623;52;deepseek
2013;0;0;deepvariant
2016;0;0;deepvariant
2017;0;0;deepvariant
2018;0;0;deepvariant
2019;0;0;deepvariant
2020;0;0;deepvariant
2021;0;0;deepvariant
2022;0;0;deepvariant
2023;0;0;deepvariant
2024;0;0;deepvariant
2025;3583;769;deepvariant
2013;0;0;deepwalk
2016;0;0;deepwalk
2017;0;0;deepwalk
2018;0;0;deepwalk
2019;0;0;deepwalk
2020;0;0;deepwalk
2021;0;0;deepwalk
2022;26;11;deepwalk
2023;26;0;deepwalk
2024;26;0;deepwalk
2025;26;0;deepwalk
2013;0;0;deletion
2016;0;0;deletion
2017;0;0;deletion
2018;0;0;deletion
2019;0;0;deletion
2020;0;0;deletion
2021;0;0;deletion
2022;0;0;deletion
2023;69;15;deletion
2024;69;0;deletion
2025;69;0;deletion
2013;0;0;demo
2016;0;0;demo
2017;0;0;demo
2018;13;5;demo
2019;13;0;demo
2020;13;0;demo
2021;13;0;demo
2022;13;0;demo
2023;13;0;demo
2024;13;0;demo
2025;13;0;demo
2013;75;15;denovo-assembly
2016;75;0;denovo-assembly
2017;75;0;denovo-assembly
2018;75;0;denovo-assembly
2019;75;0;denovo-assembly
2020;185;21;denovo-assembly
2021;211;2;denovo-assembly
2022;283;23;denovo-assembly
2023;283;0;denovo-assembly
2024;283;0;denovo-assembly
2025;994;104;denovo-assembly
2013;0;0;dependency-parsing
2016;0;0;dependency-parsing
2017;0;0;dependency-parsing
2018;0;0;dependency-parsing
2019;33;5;dependency-parsing
2020;33;0;dependency-parsing
2021;33;0;dependency-parsing
2022;33;0;dependency-parsing
2023;33;0;dependency-parsing
2024;33;0;dependency-parsing
2025;33;0;dependency-parsing
2013;0;0;deprecated
