,year,stars,forks,topic
6819,2025,70,0,fftw
6820,2013,0,0,filter
6821,2016,0,0,filter
6822,2017,0,0,filter
6823,2018,0,0,filter
6824,2019,0,0,filter
6825,2020,0,0,filter
6826,2021,0,0,filter
6827,2022,0,0,filter
6828,2023,0,0,filter
6829,2024,0,0,filter
6830,2025,2257,366,filter
6831,2013,0,0,filtering
6832,2016,0,0,filtering
6833,2017,0,0,filtering
6834,2018,0,0,filtering
6835,2019,0,0,filtering
6836,2020,231,54,filtering
6837,2021,231,0,filtering
6838,2022,231,0,filtering
6839,2023,231,0,filtering
6840,2024,231,0,filtering
6841,2025,2488,366,filtering
6842,2013,0,0,final-project
6843,2016,0,0,final-project
6844,2017,0,0,final-project
6845,2018,0,0,final-project
6846,2019,0,0,final-project
6847,2020,248,55,final-project
6848,2021,248,0,final-project
6849,2022,248,0,final-project
6850,2023,248,0,final-project
6851,2024,248,0,final-project
6852,2025,248,0,final-project
6853,2013,0,0,final-year-project
6854,2016,0,0,final-year-project
6855,2017,0,0,final-year-project
6856,2018,0,0,final-year-project
6857,2019,0,0,final-year-project
6858,2020,248,55,final-year-project
6859,2021,248,0,final-year-project
6860,2022,248,0,final-year-project
6861,2023,248,0,final-year-project
6862,2024,248,0,final-year-project
6863,2025,248,0,final-year-project
6864,2013,0,0,finance
6865,2016,0,0,finance
6866,2017,0,0,finance
6867,2018,0,0,finance
6868,2019,0,0,finance
6869,2020,0,0,finance
6870,2021,0,0,finance
6871,2022,0,0,finance
6872,2023,0,0,finance
6873,2024,0,0,finance
6874,2025,514,42,finance
6875,2013,0,0,finch
6876,2016,0,0,finch
6877,2017,0,0,finch
6878,2018,0,0,finch
6879,2019,0,0,finch
6880,2020,0,0,finch
6881,2021,0,0,finch
6882,2022,0,0,finch
6883,2023,43,3,finch
6884,2024,43,0,finch
6885,2025,43,0,finch
6886,2013,0,0,finder
6887,2016,0,0,finder
6888,2017,0,0,finder
6889,2018,0,0,finder
6890,2019,0,0,finder
6891,2020,0,0,finder
6892,2021,0,0,finder
6893,2022,0,0,finder
6894,2023,61,15,finder
6895,2024,61,0,finder
6896,2025,61,0,finder
6897,2013,0,0,finding-rhythms
6898,2016,0,0,finding-rhythms
6899,2017,0,0,finding-rhythms
6900,2018,0,0,finding-rhythms
6901,2019,0,0,finding-rhythms
6902,2020,15,0,finding-rhythms
6903,2021,15,0,finding-rhythms
6904,2022,15,0,finding-rhythms
6905,2023,15,0,finding-rhythms
6906,2024,15,0,finding-rhythms
6907,2025,15,0,finding-rhythms
6908,2013,0,0,finemap
6909,2016,0,0,finemap
6910,2017,0,0,finemap
6911,2018,0,0,finemap
6912,2019,0,0,finemap
6913,2020,0,0,finemap
6914,2021,0,0,finemap
6915,2022,0,0,finemap
6916,2023,42,14,finemap
6917,2024,42,0,finemap
6918,2025,42,0,finemap
6919,2013,0,0,finite-state-automata
6920,2016,0,0,finite-state-automata
6921,2017,0,0,finite-state-automata
6922,2018,0,0,finite-state-automata
6923,2019,0,0,finite-state-automata
6924,2020,0,0,finite-state-automata
6925,2021,58,20,finite-state-automata
6926,2022,58,0,finite-state-automata
6927,2023,58,0,finite-state-automata
6928,2024,58,0,finite-state-automata
6929,2025,58,0,finite-state-automata
6930,2013,0,0,finite-state-transducer
6931,2016,0,0,finite-state-transducer
6932,2017,0,0,finite-state-transducer
6933,2018,0,0,finite-state-transducer
6934,2019,0,0,finite-state-transducer
6935,2020,0,0,finite-state-transducer
6936,2021,58,20,finite-state-transducer
6937,2022,58,0,finite-state-transducer
6938,2023,58,0,finite-state-transducer
6939,2024,58,0,finite-state-transducer
6940,2025,58,0,finite-state-transducer
6941,2013,0,0,finra
6942,2016,0,0,finra
6943,2017,0,0,finra
6944,2018,0,0,finra
6945,2019,0,0,finra
6946,2020,0,0,finra
6947,2021,103,22,finra
6948,2022,103,0,finra
6949,2023,103,0,finra
6950,2024,103,0,finra
6951,2025,103,0,finra
6952,2013,0,0,fintech
6953,2016,0,0,fintech
6954,2017,0,0,fintech
6955,2018,0,0,fintech
6956,2019,0,0,fintech
6957,2020,0,0,fintech
6958,2021,0,0,fintech
6959,2022,0,0,fintech
6960,2023,0,0,fintech
6961,2024,0,0,fintech
6962,2025,1080,139,fintech
6963,2013,0,0,fisma
6964,2016,0,0,fisma
6965,2017,0,0,fisma
6966,2018,0,0,fisma
6967,2019,0,0,fisma
6968,2020,0,0,fisma
6969,2021,103,22,fisma
6970,2022,103,0,fisma
6971,2023,103,0,fisma
6972,2024,103,0,fisma
6973,2025,103,0,fisma
6974,2013,0,0,fjs
6975,2016,0,0,fjs
6976,2017,0,0,fjs
6977,2018,0,0,fjs
6978,2019,0,0,fjs
6979,2020,0,0,fjs
6980,2021,23,5,fjs
6981,2022,23,0,fjs
6982,2023,23,0,fjs
6983,2024,23,0,fjs
6984,2025,23,0,fjs
6985,2013,0,0,fjs-algorithm
6986,2016,0,0,fjs-algorithm
6987,2017,0,0,fjs-algorithm
6988,2018,0,0,fjs-algorithm
6989,2019,0,0,fjs-algorithm
6990,2020,0,0,fjs-algorithm
6991,2021,23,5,fjs-algorithm
6992,2022,23,0,fjs-algorithm
6993,2023,23,0,fjs-algorithm
6994,2024,23,0,fjs-algorithm
6995,2025,23,0,fjs-algorithm
6996,2013,0,0,flask
6997,2016,0,0,flask
6998,2017,0,0,flask
6999,2018,0,0,flask
7000,2019,0,0,flask
7001,2020,0,0,flask
7002,2021,0,0,flask
7003,2022,27,22,flask
7004,2023,27,0,flask
7005,2024,27,0,flask
7006,2025,27,0,flask
7007,2013,0,0,flow-cytometry
7008,2016,0,0,flow-cytometry
7009,2017,69,20,flow-cytometry
7010,2018,69,0,flow-cytometry
7011,2019,69,0,flow-cytometry
7012,2020,69,0,flow-cytometry
7013,2021,69,0,flow-cytometry
7014,2022,69,0,flow-cytometry
7015,2023,69,0,flow-cytometry
7016,2024,69,0,flow-cytometry
7017,2025,69,0,flow-cytometry
7018,2013,0,0,fluent
7019,2016,0,0,fluent
7020,2017,0,0,fluent
7021,2018,0,0,fluent
7022,2019,0,0,fluent
7023,2020,0,0,fluent
7024,2021,69,6,fluent
7025,2022,69,0,fluent
7026,2023,69,0,fluent
7027,2024,69,0,fluent
7028,2025,69,0,fluent
7029,2013,0,0,fluentdna
7030,2016,0,0,fluentdna
7031,2017,0,0,fluentdna
7032,2018,0,0,fluentdna
7033,2019,0,0,fluentdna
7034,2020,0,0,fluentdna
7035,2021,69,6,fluentdna
7036,2022,69,0,fluentdna
7037,2023,69,0,fluentdna
7038,2024,69,0,fluentdna
7039,2025,69,0,fluentdna
7040,2013,0,0,flux
7041,2016,0,0,flux
7042,2017,0,0,flux
7043,2018,0,0,flux
7044,2019,0,0,flux
7045,2020,0,0,flux
7046,2021,0,0,flux
7047,2022,0,0,flux
7048,2023,0,0,flux
7049,2024,0,0,flux
7050,2025,534,234,flux
7051,2013,0,0,flux-balance-analysis
7052,2016,0,0,flux-balance-analysis
7053,2017,0,0,flux-balance-analysis
7054,2018,0,0,flux-balance-analysis
7055,2019,0,0,flux-balance-analysis
7056,2020,0,0,flux-balance-analysis
7057,2021,0,0,flux-balance-analysis
7058,2022,0,0,flux-balance-analysis
7059,2023,0,0,flux-balance-analysis
7060,2024,253,46,flux-balance-analysis
7061,2025,253,0,flux-balance-analysis
7062,2013,0,0,fm-index
7063,2016,0,0,fm-index
7064,2017,0,0,fm-index
7065,2018,0,0,fm-index
7066,2019,0,0,fm-index
7067,2020,0,0,fm-index
7068,2021,0,0,fm-index
7069,2022,0,0,fm-index
7070,2023,46,3,fm-index
7071,2024,118,5,fm-index
7072,2025,2251,658,fm-index
7073,2013,0,0,folding
7074,2016,0,0,folding
7075,2017,0,0,folding
7076,2018,0,0,folding
7077,2019,0,0,folding
7078,2020,0,0,folding
7079,2021,0,0,folding
7080,2022,0,0,folding
7081,2023,0,0,folding
7082,2024,148,12,folding
7083,2025,148,0,folding
7084,2013,0,0,fracminhash
7085,2016,0,0,fracminhash
7086,2017,0,0,fracminhash
7087,2018,0,0,fracminhash
7088,2019,0,0,fracminhash
7089,2020,0,0,fracminhash
7090,2021,0,0,fracminhash
7091,2022,0,0,fracminhash
7092,2023,0,0,fracminhash
7093,2024,0,0,fracminhash
7094,2025,533,88,fracminhash
7095,2013,0,0,franek-jennings-smyth
7096,2016,0,0,franek-jennings-smyth
7097,2017,0,0,franek-jennings-smyth
7098,2018,0,0,franek-jennings-smyth
7099,2019,0,0,franek-jennings-smyth
7100,2020,0,0,franek-jennings-smyth
7101,2021,23,5,franek-jennings-smyth
7102,2022,23,0,franek-jennings-smyth
7103,2023,23,0,franek-jennings-smyth
7104,2024,23,0,franek-jennings-smyth
7105,2025,23,0,franek-jennings-smyth
7106,2013,0,0,free-journals
7107,2016,0,0,free-journals
7108,2017,0,0,free-journals
7109,2018,0,0,free-journals
7110,2019,0,0,free-journals
7111,2020,0,0,free-journals
7112,2021,0,0,free-journals
7113,2022,0,0,free-journals
7114,2023,0,0,free-journals
7115,2024,0,0,free-journals
7116,2025,460,31,free-journals
7117,2013,0,0,function-annotation
7118,2016,0,0,function-annotation
7119,2017,0,0,function-annotation
7120,2018,0,0,function-annotation
7121,2019,0,0,function-annotation
7122,2020,0,0,function-annotation
7123,2021,0,0,function-annotation
7124,2022,0,0,function-annotation
7125,2023,0,0,function-annotation
7126,2024,65,22,function-annotation
7127,2025,65,0,function-annotation
7128,2013,0,0,function-prediction
7129,2016,0,0,function-prediction
7130,2017,0,0,function-prediction
7131,2018,0,0,function-prediction
7132,2019,14,3,function-prediction
7133,2020,14,0,function-prediction
7134,2021,14,0,function-prediction
7135,2022,14,0,function-prediction
7136,2023,14,0,function-prediction
7137,2024,14,0,function-prediction
7138,2025,14,0,function-prediction
7139,2013,0,0,fungal
7140,2016,0,0,fungal
7141,2017,0,0,fungal
7142,2018,0,0,fungal
7143,2019,0,0,fungal
7144,2020,0,0,fungal
7145,2021,0,0,fungal
7146,2022,30,19,fungal
7147,2023,30,0,fungal
7148,2024,30,0,fungal
7149,2025,30,0,fungal
7150,2013,0,0,fungi
7151,2016,0,0,fungi
7152,2017,0,0,fungi
7153,2018,0,0,fungi
7154,2019,0,0,fungi
7155,2020,0,0,fungi
7156,2021,0,0,fungi
7157,2022,30,19,fungi
7158,2023,30,0,fungi
7159,2024,30,0,fungi
7160,2025,30,0,fungi
7161,2013,0,0,fusion
7162,2016,12,4,fusion
7163,2017,37,16,fusion
7164,2018,37,0,fusion
7165,2019,37,0,fusion
7166,2020,37,0,fusion
7167,2021,37,0,fusion
7168,2022,168,60,fusion
7169,2023,168,0,fusion
7170,2024,233,27,fusion
7171,2025,233,0,fusion
7172,2013,0,0,fuzzy-clustering-analyses
7173,2016,0,0,fuzzy-clustering-analyses
7174,2017,0,0,fuzzy-clustering-analyses
7175,2018,0,0,fuzzy-clustering-analyses
7176,2019,0,0,fuzzy-clustering-analyses
7177,2020,0,0,fuzzy-clustering-analyses
7178,2021,0,0,fuzzy-clustering-analyses
7179,2022,0,0,fuzzy-clustering-analyses
7180,2023,0,0,fuzzy-clustering-analyses
7181,2024,0,0,fuzzy-clustering-analyses
7182,2025,411,50,fuzzy-clustering-analyses
7183,2013,0,0,fuzzy-search
7184,2016,0,0,fuzzy-search
7185,2017,0,0,fuzzy-search
7186,2018,0,0,fuzzy-search
7187,2019,0,0,fuzzy-search
7188,2020,0,0,fuzzy-search
7189,2021,58,20,fuzzy-search
7190,2022,58,0,fuzzy-search
7191,2023,58,0,fuzzy-search
7192,2024,58,0,fuzzy-search
7193,2025,58,0,fuzzy-search
7194,2013,0,0,fuzzy-seeds
7195,2016,0,0,fuzzy-seeds
7196,2017,0,0,fuzzy-seeds
7197,2018,0,0,fuzzy-seeds
7198,2019,0,0,fuzzy-seeds
7199,2020,0,0,fuzzy-seeds
7200,2021,0,0,fuzzy-seeds
7201,2022,0,0,fuzzy-seeds
7202,2023,45,4,fuzzy-seeds
7203,2024,45,0,fuzzy-seeds
7204,2025,45,0,fuzzy-seeds
7205,2013,0,0,ga4gh
7206,2016,0,0,ga4gh
7207,2017,0,0,ga4gh
7208,2018,99,91,ga4gh
7209,2019,99,0,ga4gh
7210,2020,99,0,ga4gh
7211,2021,99,0,ga4gh
7212,2022,99,0,ga4gh
7213,2023,99,0,ga4gh
7214,2024,99,0,ga4gh
7215,2025,1143,377,ga4gh
7216,2013,0,0,galaxy
7217,2016,0,0,galaxy
7218,2017,0,0,galaxy
7219,2018,0,0,galaxy
7220,2019,20,7,galaxy
7221,2020,20,0,galaxy
7222,2021,40,8,galaxy
7223,2022,40,0,galaxy
7224,2023,40,0,galaxy
7225,2024,40,0,galaxy
7226,2025,40,0,galaxy
7227,2013,0,0,gan
7228,2016,0,0,gan
7229,2017,0,0,gan
7230,2018,0,0,gan
7231,2019,0,0,gan
7232,2020,0,0,gan
7233,2021,29,3,gan
7234,2022,29,0,gan
7235,2023,29,0,gan
7236,2024,29,0,gan
7237,2025,29,0,gan
7238,2013,0,0,gatb
7239,2016,0,0,gatb
7240,2017,0,0,gatb
7241,2018,0,0,gatb
7242,2019,0,0,gatb
7243,2020,0,0,gatb
7244,2021,0,0,gatb
7245,2022,37,12,gatb
7246,2023,37,0,gatb
7247,2024,37,0,gatb
7248,2025,37,0,gatb
7249,2013,0,0,gatk
7250,2016,0,0,gatk
7251,2017,0,0,gatk
7252,2018,0,0,gatk
7253,2019,0,0,gatk
7254,2020,0,0,gatk
7255,2021,0,0,gatk
7256,2022,137,51,gatk
7257,2023,137,0,gatk
7258,2024,137,0,gatk
7259,2025,2036,623,gatk
7260,2013,0,0,gatk4
7261,2016,0,0,gatk4
7262,2017,0,0,gatk4
7263,2018,0,0,gatk4
7264,2019,0,0,gatk4
7265,2020,0,0,gatk4
7266,2021,0,0,gatk4
7267,2022,0,0,gatk4
7268,2023,58,49,gatk4
7269,2024,58,0,gatk4
7270,2025,586,499,gatk4
7271,2013,0,0,gc-ms
7272,2016,0,0,gc-ms
7273,2017,0,0,gc-ms
7274,2018,0,0,gc-ms
7275,2019,0,0,gc-ms
7276,2020,0,0,gc-ms
7277,2021,0,0,gc-ms
7278,2022,0,0,gc-ms
7279,2023,51,13,gc-ms
7280,2024,51,0,gc-ms
7281,2025,51,0,gc-ms
7282,2013,0,0,gcp
7283,2016,0,0,gcp
7284,2017,0,0,gcp
7285,2018,30,5,gcp
7286,2019,30,0,gcp
7287,2020,30,0,gcp
7288,2021,30,0,gcp
7289,2022,30,0,gcp
7290,2023,30,0,gcp
7291,2024,30,0,gcp
7292,2025,1017,179,gcp
7293,2013,0,0,gdpr
7294,2016,0,0,gdpr
7295,2017,0,0,gdpr
7296,2018,0,0,gdpr
7297,2019,0,0,gdpr
7298,2020,0,0,gdpr
7299,2021,103,22,gdpr
7300,2022,103,0,gdpr
7301,2023,103,0,gdpr
7302,2024,103,0,gdpr
7303,2025,103,0,gdpr
7304,2013,0,0,geary-autocorrelation-descriptors
7305,2016,0,0,geary-autocorrelation-descriptors
7306,2017,0,0,geary-autocorrelation-descriptors
7307,2018,0,0,geary-autocorrelation-descriptors
7308,2019,0,0,geary-autocorrelation-descriptors
7309,2020,0,0,geary-autocorrelation-descriptors
7310,2021,0,0,geary-autocorrelation-descriptors
7311,2022,0,0,geary-autocorrelation-descriptors
7312,2023,46,13,geary-autocorrelation-descriptors
7313,2024,46,0,geary-autocorrelation-descriptors
7314,2025,46,0,geary-autocorrelation-descriptors
7315,2013,0,0,gedit
7316,2016,0,0,gedit
7317,2017,16,2,gedit
7318,2018,16,0,gedit
7319,2019,16,0,gedit
7320,2020,16,0,gedit
7321,2021,16,0,gedit
7322,2022,16,0,gedit
7323,2023,287,31,gedit
7324,2024,287,0,gedit
7325,2025,287,0,gedit
7326,2013,0,0,gemini
7327,2016,0,0,gemini
7328,2017,0,0,gemini
7329,2018,16,3,gemini
7330,2019,16,0,gemini
7331,2020,16,0,gemini
7332,2021,16,0,gemini
7333,2022,16,0,gemini
7334,2023,16,0,gemini
7335,2024,16,0,gemini
7336,2025,639,52,gemini
7337,2013,0,0,genbank
7338,2016,0,0,genbank
7339,2017,0,0,genbank
7340,2018,0,0,genbank
7341,2019,0,0,genbank
7342,2020,0,0,genbank
7343,2021,0,0,genbank
7344,2022,22,4,genbank
7345,2023,22,0,genbank
7346,2024,741,73,genbank
7347,2025,2465,280,genbank
7348,2013,0,0,gene
7349,2016,0,0,gene
7350,2017,25,16,gene
7351,2018,25,0,gene
7352,2019,40,4,gene
7353,2020,40,0,gene
7354,2021,55,0,gene
7355,2022,328,96,gene
7356,2023,328,0,gene
7357,2024,328,0,gene
7358,2025,328,0,gene
7359,2013,0,0,gene-annotation
7360,2016,0,0,gene-annotation
7361,2017,0,0,gene-annotation
7362,2018,0,0,gene-annotation
7363,2019,0,0,gene-annotation
7364,2020,0,0,gene-annotation
7365,2021,0,0,gene-annotation
7366,2022,57,8,gene-annotation
7367,2023,57,0,gene-annotation
7368,2024,57,0,gene-annotation
7369,2025,57,0,gene-annotation
7370,2013,0,0,gene-annotation-pipeline
7371,2016,0,0,gene-annotation-pipeline
7372,2017,0,0,gene-annotation-pipeline
7373,2018,0,0,gene-annotation-pipeline
7374,2019,0,0,gene-annotation-pipeline
7375,2020,0,0,gene-annotation-pipeline
7376,2021,0,0,gene-annotation-pipeline
7377,2022,0,0,gene-annotation-pipeline
7378,2023,61,15,gene-annotation-pipeline
7379,2024,61,0,gene-annotation-pipeline
7380,2025,61,0,gene-annotation-pipeline
7381,2013,0,0,gene-annotations
7382,2016,0,0,gene-annotations
7383,2017,10,2,gene-annotations
7384,2018,10,0,gene-annotations
7385,2019,10,0,gene-annotations
7386,2020,10,0,gene-annotations
7387,2021,10,0,gene-annotations
7388,2022,10,0,gene-annotations
7389,2023,71,15,gene-annotations
7390,2024,71,0,gene-annotations
7391,2025,71,0,gene-annotations
7392,2013,0,0,gene-composition
7393,2016,0,0,gene-composition
7394,2017,0,0,gene-composition
7395,2018,0,0,gene-composition
7396,2019,0,0,gene-composition
7397,2020,0,0,gene-composition
7398,2021,0,0,gene-composition
7399,2022,0,0,gene-composition
7400,2023,46,6,gene-composition
7401,2024,46,0,gene-composition
7402,2025,46,0,gene-composition
7403,2013,0,0,gene-disease-associations
7404,2016,0,0,gene-disease-associations
7405,2017,0,0,gene-disease-associations
7406,2018,0,0,gene-disease-associations
7407,2019,0,0,gene-disease-associations
7408,2020,0,0,gene-disease-associations
7409,2021,0,0,gene-disease-associations
7410,2022,29,4,gene-disease-associations
7411,2023,29,0,gene-disease-associations
7412,2024,29,0,gene-disease-associations
7413,2025,29,0,gene-disease-associations
7414,2013,0,0,gene-expression
7415,2016,0,0,gene-expression
7416,2017,0,0,gene-expression
7417,2018,0,0,gene-expression
7418,2019,23,16,gene-expression
7419,2020,39,11,gene-expression
7420,2021,68,3,gene-expression
7421,2022,108,48,gene-expression
7422,2023,219,26,gene-expression
7423,2024,1076,181,gene-expression
7424,2025,1076,0,gene-expression
7425,2013,0,0,gene-expression-omnibus
7426,2016,0,0,gene-expression-omnibus
7427,2017,0,0,gene-expression-omnibus
7428,2018,0,0,gene-expression-omnibus
7429,2019,54,11,gene-expression-omnibus
7430,2020,54,0,gene-expression-omnibus
7431,2021,54,0,gene-expression-omnibus
7432,2022,54,0,gene-expression-omnibus
7433,2023,54,0,gene-expression-omnibus
7434,2024,54,0,gene-expression-omnibus
7435,2025,54,0,gene-expression-omnibus
7436,2013,0,0,gene-families
7437,2016,0,0,gene-families
7438,2017,0,0,gene-families
7439,2018,0,0,gene-families
7440,2019,0,0,gene-families
7441,2020,0,0,gene-families
7442,2021,117,37,gene-families
7443,2022,117,0,gene-families
7444,2023,117,0,gene-families
7445,2024,117,0,gene-families
7446,2025,117,0,gene-families
7447,2013,0,0,gene-fusion
7448,2016,0,0,gene-fusion
7449,2017,0,0,gene-fusion
7450,2018,0,0,gene-fusion
7451,2019,0,0,gene-fusion
7452,2020,0,0,gene-fusion
7453,2021,0,0,gene-fusion
7454,2022,0,0,gene-fusion
7455,2023,0,0,gene-fusion
7456,2024,65,27,gene-fusion
7457,2025,65,0,gene-fusion
7458,2013,0,0,gene-models
7459,2016,0,0,gene-models
7460,2017,0,0,gene-models
7461,2018,0,0,gene-models
7462,2019,0,0,gene-models
7463,2020,0,0,gene-models
7464,2021,0,0,gene-models
7465,2022,0,0,gene-models
7466,2023,61,15,gene-models
7467,2024,61,0,gene-models
7468,2025,61,0,gene-models
7469,2013,0,0,gene-network
7470,2016,0,0,gene-network
7471,2017,0,0,gene-network
7472,2018,0,0,gene-network
7473,2019,13,5,gene-network
7474,2020,13,0,gene-network
7475,2021,13,0,gene-network
7476,2022,13,0,gene-network
7477,2023,13,0,gene-network
7478,2024,13,0,gene-network
7479,2025,13,0,gene-network
7480,2013,0,0,gene-ontology
7481,2016,120,19,gene-ontology
7482,2017,120,0,gene-ontology
7483,2018,144,5,gene-ontology
7484,2019,144,0,gene-ontology
7485,2020,232,23,gene-ontology
7486,2021,248,10,gene-ontology
7487,2022,248,0,gene-ontology
7488,2023,248,0,gene-ontology
7489,2024,248,0,gene-ontology
7490,2025,248,0,gene-ontology
7491,2013,0,0,gene-prediction
7492,2016,0,0,gene-prediction
7493,2017,0,0,gene-prediction
7494,2018,0,0,gene-prediction
7495,2019,0,0,gene-prediction
7496,2020,0,0,gene-prediction
7497,2021,0,0,gene-prediction
7498,2022,0,0,gene-prediction
7499,2023,98,29,gene-prediction
7500,2024,98,0,gene-prediction
7501,2025,98,0,gene-prediction
7502,2013,0,0,gene-regulation
7503,2016,0,0,gene-regulation
7504,2017,0,0,gene-regulation
7505,2018,0,0,gene-regulation
7506,2019,0,0,gene-regulation
7507,2020,0,0,gene-regulation
7508,2021,29,8,gene-regulation
7509,2022,29,0,gene-regulation
7510,2023,29,0,gene-regulation
7511,2024,29,0,gene-regulation
7512,2025,29,0,gene-regulation
7513,2013,0,0,gene-regulatory-network
7514,2016,0,0,gene-regulatory-network
7515,2017,0,0,gene-regulatory-network
7516,2018,0,0,gene-regulatory-network
7517,2019,0,0,gene-regulatory-network
7518,2020,0,0,gene-regulatory-network
7519,2021,29,3,gene-regulatory-network
7520,2022,29,0,gene-regulatory-network
7521,2023,29,0,gene-regulatory-network
7522,2024,29,0,gene-regulatory-network
7523,2025,29,0,gene-regulatory-network
7524,2013,0,0,gene-regulatory-networks
7525,2016,0,0,gene-regulatory-networks
7526,2017,0,0,gene-regulatory-networks
7527,2018,0,0,gene-regulatory-networks
7528,2019,0,0,gene-regulatory-networks
7529,2020,0,0,gene-regulatory-networks
7530,2021,0,0,gene-regulatory-networks
7531,2022,0,0,gene-regulatory-networks
7532,2023,0,0,gene-regulatory-networks
7533,2024,0,0,gene-regulatory-networks
7534,2025,1152,138,gene-regulatory-networks
7535,2013,0,0,gene-sequence-retrieval
7536,2016,0,0,gene-sequence-retrieval
7537,2017,0,0,gene-sequence-retrieval
7538,2018,0,0,gene-sequence-retrieval
7539,2019,0,0,gene-sequence-retrieval
7540,2020,0,0,gene-sequence-retrieval
7541,2021,46,1,gene-sequence-retrieval
7542,2022,46,0,gene-sequence-retrieval
7543,2023,46,0,gene-sequence-retrieval
7544,2024,46,0,gene-sequence-retrieval
7545,2025,46,0,gene-sequence-retrieval
7546,2013,0,0,gene-similarity
7547,2016,0,0,gene-similarity
7548,2017,0,0,gene-similarity
7549,2018,13,2,gene-similarity
7550,2019,13,0,gene-similarity
7551,2020,13,0,gene-similarity
7552,2021,13,0,gene-similarity
7553,2022,13,0,gene-similarity
7554,2023,13,0,gene-similarity
7555,2024,13,0,gene-similarity
7556,2025,13,0,gene-similarity
7557,2013,0,0,genecluster
7558,2016,0,0,genecluster
7559,2017,0,0,genecluster
7560,2018,0,0,genecluster
7561,2019,0,0,genecluster
7562,2020,33,8,genecluster
7563,2021,33,0,genecluster
7564,2022,33,0,genecluster
7565,2023,33,0,genecluster
7566,2024,33,0,genecluster
7567,2025,33,0,genecluster
7568,2013,0,0,generative-adversarial-network
7569,2016,0,0,generative-adversarial-network
7570,2017,0,0,generative-adversarial-network
7571,2018,0,0,generative-adversarial-network
7572,2019,0,0,generative-adversarial-network
7573,2020,0,0,generative-adversarial-network
